id_lote,fecha_hora,tipo_grano,nivel_tostado_objetivo,tamano_lote_kg,humedad_inicial_pct,densidad_grano_g_cm3,tamano_grano_mm,temp_precalentamiento_c,nivel_gas_pct,flujo_aire_pct,velocidad_tambor_rpm,duracion_tostado_min,temp_promedio_secado_c,temp_promedio_maillard_c,temp_promedio_desarrollo_c,temp_final_c,tiempo_primer_crack_min,tiempo_segundo_crack_min,temp_ambiente_c,humedad_pct,tasa_calor_c_por_min,energia_total_unidades,perdida_peso_pct,peso_final_kg,puntaje_color_agtron,puntaje_aroma,puntaje_cuerpo,puntaje_acidez,puntaje_calidad_general,conteo_defectos,aprobacion_calidad,anomalia_proceso
2322,2004-08-16 18:28:41.091820,Mezcla,Medio,99.71,11.03,1.41,5.75,220.0,65.7,93.5,62.1,12.76,220.1,220.2,220.4,220.5,6.08,9.77,28.8,83.5,0.04,836.2,14.73,85.02,52.8,8.88,8.9,8.65,9.44,0,1,0
2323,2004-08-17 18:28:41.091931,Robusta,Medio,102.86,13.8,1.433,6.34,241.5,74.3,80.2,67.7,13.37,238.6,234.2,229.8,226.9,7.93,12.01,3.1,62.6,-1.09,1022.0,16.19,86.2,36.4,7.9,7.17,8.03,8.55,0,1,0
2324,2004-08-18 18:28:41.092029,Mezcla,Oscuro,102.75,10.96,1.39,6.55,214.6,86.7,90.6,61.9,15.21,220.2,228.8,237.3,243.0,8.21,12.5,23.7,42.9,1.87,1355.0,19.97,82.24,7.6,7.42,6.59,7.55,8.08,1,1,0
2325,2004-08-19 18:28:41.092125,Robusta,Medio,115.93,10.39,1.005,6.67,217.0,69.4,78.8,55.6,12.51,217.2,217.7,218.1,218.4,8.15,10.73,33.2,93.1,0.12,1005.8,14.23,99.44,48.4,8.91,9.04,8.8,9.78,0,1,0
2326,2004-08-20 18:28:41.092239,Arabiga,Medio,91.72,8.09,1.258,5.95,199.6,42.9,66.7,59.3,15.97,204.7,212.5,220.2,225.4,8.5,10.8,27.5,36.0,1.61,628.3,16.66,76.44,38.3,3.8,3.92,3.86,4.99,1,0,1
2327,2004-08-21 18:28:41.092350,Robusta,Medio,126.65,11.86,1.422,6.54,205.8,76.3,84.2,65.6,16.08,209.3,214.4,219.5,222.9,9.85,13.83,21.6,38.3,1.06,1554.6,16.2,106.13,47.2,8.78,8.76,8.19,9.58,0,1,0
2328,2004-08-22 18:28:41.092445,Arabiga,Ligero,85.15,9.09,1.231,6.6,200.8,59.1,74.1,69.4,14.37,201.7,203.0,204.3,205.2,9.66,,30.8,48.4,0.31,723.2,12.16,74.8,75.8,8.45,9.23,8.75,9.77,0,1,0
2329,2004-08-23 18:28:41.092557,Robusta,Ligero,115.35,13.9,1.291,6.07,221.0,89.1,71.3,66.1,14.97,219.6,217.6,215.5,214.1,8.06,,13.9,67.0,-0.46,1538.7,14.11,99.07,63.9,7.19,7.2,6.67,7.95,2,1,0
2330,2004-08-24 18:28:41.092642,Arabiga,Oscuro,74.99,11.72,1.343,8.04,205.5,59.1,92.2,64.6,15.68,210.2,217.3,224.4,229.2,9.92,13.48,25.6,78.8,1.51,694.7,17.34,61.99,32.6,7.75,7.66,7.38,8.56,4,0,0
2331,2004-08-25 18:28:41.092757,Arabiga,Ligero,83.71,9.72,1.378,6.41,188.4,72.7,101.6,68.4,14.21,190.4,193.4,196.5,198.5,8.82,,29.1,73.8,0.71,864.7,10.76,74.71,93.3,7.73,7.56,6.8,8.23,2,1,0
2332,2004-08-26 18:28:41.092881,Mezcla,Oscuro,93.57,9.27,1.012,5.96,202.7,66.9,83.4,71.6,13.5,209.7,220.2,230.7,237.7,8.07,9.75,32.3,41.3,2.6,844.9,18.4,76.36,19.8,8.47,9.13,8.82,9.82,0,1,0
2333,2004-08-27 18:28:41.092976,Arabiga,Ligero,87.26,11.56,1.204,6.87,220.4,67.5,84.6,91.0,12.07,215.1,207.2,199.3,194.0,7.62,,13.2,32.6,-2.18,711.0,9.23,79.21,104.0,6.63,6.13,6.06,7.37,1,1,1
2334,2004-08-28 18:28:41.093085,Mezcla,Ligero,118.92,12.34,1.206,6.34,183.1,82.5,73.7,74.8,12.9,189.4,198.9,208.4,214.7,8.16,,28.2,56.3,2.45,1266.3,13.61,102.74,59.2,7.14,6.77,7.05,7.82,2,1,0
2335,2004-08-29 18:28:41.093184,Robusta,Ligero,107.55,10.39,1.261,7.01,206.9,93.5,75.2,60.5,13.86,206.1,205.0,203.9,203.2,7.9,,28.1,56.7,-0.27,1393.5,11.59,95.09,81.6,7.82,7.71,8.62,9.13,2,1,0
2336,2004-08-30 18:28:41.093262,Mezcla,Ligero,91.57,11.05,1.353,7.67,202.5,64.6,99.2,66.1,11.84,203.0,203.9,204.8,205.4,5.86,,24.6,75.2,0.24,700.9,11.42,81.11,81.4,9.09,8.66,8.33,9.67,0,1,0
2337,2004-08-31 18:28:41.093348,Robusta,Ligero,106.36,10.5,1.163,7.35,164.9,67.0,66.0,73.5,14.05,172.2,183.1,194.1,201.4,11.19,,36.0,63.9,2.6,1000.7,11.29,94.36,85.3,8.51,8.39,8.34,9.25,1,1,0
2338,2004-09-01 18:28:41.093438,Mezcla,Ligero,95.96,10.92,1.328,7.33,195.6,90.0,85.1,76.4,10.29,198.7,203.2,207.8,210.9,5.5,,18.6,58.8,1.48,888.7,12.06,84.39,69.8,7.82,6.96,7.14,8.32,0,1,0
2339,2004-09-02 18:28:41.093514,Arabiga,Ligero,99.16,13.27,1.364,6.38,203.1,64.4,70.4,61.4,10.42,202.3,201.2,200.0,199.2,5.34,,33.6,43.8,-0.37,665.3,9.78,89.46,89.6,7.63,7.36,8.14,8.72,0,1,0
2340,2004-09-03 18:28:41.093602,Robusta,Ligero,102.94,14.92,1.195,6.27,187.2,88.2,92.6,57.5,11.76,191.2,197.1,203.1,207.1,7.13,,17.6,40.7,1.69,1068.1,11.75,90.85,76.8,8.01,7.75,7.46,8.91,1,1,0
2341,2004-09-04 18:28:41.093688,Robusta,Ligero,109.84,12.08,1.332,6.51,225.2,71.8,80.0,77.4,8.74,218.1,207.4,196.8,189.7,8.12,,26.8,45.2,-4.07,689.5,7.36,101.76,117.6,3.12,2.68,2.88,3.86,2,0,1
2342,2004-09-05 18:28:41.093821,Mezcla,Medio,70.58,12.18,1.469,5.73,213.0,66.3,99.6,54.7,14.87,214.0,215.4,216.9,217.8,8.78,12.35,33.9,63.9,0.33,696.0,14.83,60.12,55.5,8.08,7.75,7.64,8.81,1,1,0
2343,2004-09-06 18:28:41.093910,Robusta,Medio,117.37,12.9,1.241,6.57,218.0,56.0,86.5,75.1,13.92,219.2,221.0,222.9,224.1,7.8,11.87,22.8,69.2,0.43,915.8,15.79,98.83,36.8,7.83,7.65,7.23,8.69,1,1,0
2344,2004-09-07 18:28:41.094006,Mezcla,Oscuro,98.75,11.84,1.474,7.25,193.1,78.8,95.7,66.9,10.4,197.3,203.7,210.1,214.4,9.17,12.43,23.3,64.6,2.05,809.1,12.79,86.12,58.2,1.0,1.08,1.0,1.73,5,0,1
2345,2004-09-08 18:28:41.094089,Robusta,Medio,82.8,11.48,1.335,6.63,205.0,89.3,73.6,80.2,11.5,207.3,210.7,214.1,216.4,5.71,10.0,28.2,95.1,0.98,850.7,13.52,71.61,59.8,8.12,7.83,7.77,8.98,0,1,0
2346,2004-09-09 18:28:41.094182,Mezcla,Medio,103.59,10.19,1.665,7.16,194.6,75.6,65.4,66.0,13.3,202.1,213.3,224.5,231.9,8.74,8.78,39.7,68.1,2.8,1042.3,17.18,85.79,27.0,6.62,6.41,6.52,7.7,2,1,0
2347,2004-09-10 18:28:41.094282,Arabiga,Oscuro,73.7,10.27,1.115,7.93,221.8,70.7,90.8,54.1,16.61,225.4,230.7,236.1,239.7,9.42,14.11,29.0,83.1,1.08,865.3,19.72,59.17,10.1,7.19,7.72,7.68,8.57,1,1,0
2348,2004-09-11 18:28:41.094393,Robusta,Ligero,98.55,9.25,1.125,7.35,218.4,92.9,65.3,57.0,11.06,217.3,215.8,214.2,213.2,6.7,,39.6,72.5,-0.47,1012.3,12.76,85.98,59.5,5.4,5.04,5.23,6.23,2,0,0
2349,2004-09-12 18:28:41.094535,Arabiga,Medio,105.59,12.54,1.351,7.38,195.5,85.0,85.6,74.3,13.23,199.2,204.8,210.4,214.1,7.31,10.19,20.5,53.3,1.4,1187.5,13.58,91.24,61.5,7.42,7.89,7.49,8.42,0,1,0
2350,2004-09-13 18:28:41.094655,Robusta,Ligero,105.9,10.87,1.183,5.98,220.3,90.3,74.9,63.8,9.44,217.1,212.2,207.3,204.1,4.21,,21.1,81.5,-1.72,903.2,10.45,94.83,79.1,8.27,7.77,8.65,9.17,0,1,0
2351,2004-09-14 18:28:41.094885,Arabiga,Oscuro,112.94,11.92,1.571,5.7,178.4,86.3,76.4,61.3,18.96,189.9,207.1,224.4,235.8,12.28,15.49,19.2,52.7,3.03,1847.5,19.66,90.74,18.5,8.73,8.8,8.79,9.75,0,1,0
2352,2004-09-15 18:28:41.095005,Robusta,Ligero,94.31,9.4,1.553,6.48,208.3,61.9,68.8,77.4,10.27,205.0,200.2,195.3,192.1,6.77,,21.6,66.3,-1.57,599.9,8.3,86.49,107.4,2.17,2.38,1.7,3.17,5,0,1
2353,2004-09-16 18:28:41.095127,Robusta,Oscuro,80.27,9.28,0.971,6.27,197.9,81.2,73.1,72.8,17.31,204.6,214.6,224.7,231.4,10.78,16.04,17.3,55.7,1.93,1127.7,18.26,65.61,26.2,7.91,7.72,7.6,9.08,1,1,0
2354,2004-09-17 18:28:41.095226,Arabiga,Oscuro,95.9,10.34,1.39,7.3,241.8,98.7,87.9,61.3,17.41,238.5,233.5,228.5,225.2,11.11,15.17,25.6,44.4,-0.95,1648.4,17.07,79.53,41.1,6.28,6.18,6.7,7.54,1,1,0
2355,2004-09-18 18:28:41.095316,Robusta,Medio,81.23,13.1,1.313,4.79,192.4,70.1,68.3,75.7,13.44,198.3,207.3,216.3,222.3,8.27,12.13,38.4,73.5,2.23,765.0,15.29,68.81,46.4,8.24,8.25,9.14,9.67,0,1,0
2356,2004-09-19 18:28:41.095403,Mezcla,Ligero,60.62,10.82,1.278,6.85,204.6,79.0,66.8,52.3,10.23,206.3,208.7,211.2,212.9,4.87,,18.7,62.1,0.81,489.7,12.44,53.08,61.7,7.11,6.52,6.96,7.88,1,1,0
2357,2004-09-20 18:28:41.095520,Robusta,Medio,91.42,11.66,1.223,6.16,234.9,74.9,73.3,81.1,14.42,231.9,227.3,222.8,219.7,8.65,11.96,33.4,71.5,-1.05,986.9,15.07,77.64,50.3,9.14,9.17,8.91,9.72,0,1,1
2358,2004-09-21 18:28:41.095609,Robusta,Medio,102.14,11.95,1.464,7.12,219.3,70.8,82.9,78.9,13.85,219.5,220.0,220.4,220.6,8.46,11.67,35.3,51.2,0.1,1001.6,15.09,86.73,51.0,9.47,9.07,8.64,10.0,0,1,0
2359,2004-09-22 18:28:41.095728,Robusta,Medio,129.44,11.34,1.226,6.77,212.3,66.1,78.4,61.4,14.21,214.6,218.1,221.6,224.0,8.26,12.65,13.9,77.8,0.82,1216.0,15.86,108.91,40.6,8.38,8.02,7.88,8.97,3,0,0
2360,2004-09-23 18:28:41.095838,Robusta,Oscuro,115.29,13.35,1.375,6.25,204.7,84.8,64.0,59.9,10.45,208.3,213.7,219.1,222.7,10.04,14.67,10.1,39.4,1.72,1021.5,14.48,98.6,42.3,1.2,1.31,1.35,2.68,3,0,1
2361,2004-09-24 18:28:41.095919,Robusta,Oscuro,105.65,7.66,1.344,6.48,203.5,70.3,79.1,67.6,19.32,208.5,216.0,223.6,228.6,11.32,16.96,24.5,62.5,1.3,1434.9,18.31,86.3,35.3,7.23,7.59,7.65,8.54,0,1,0
2362,2004-09-25 18:28:41.096007,Robusta,Medio,129.33,9.66,1.169,5.87,196.9,74.8,90.8,68.8,9.55,200.3,205.3,210.4,213.7,7.77,11.66,26.0,76.9,1.77,923.7,12.41,113.28,58.7,4.15,4.53,4.32,5.33,2,0,1
2363,2004-09-26 18:28:41.096091,Robusta,Oscuro,97.02,11.33,1.52,5.93,215.3,65.7,80.9,81.6,19.59,221.2,230.0,238.9,244.8,12.15,16.44,27.3,69.3,1.51,1249.2,21.64,76.03,-1.7,7.28,6.71,6.51,7.97,0,1,0
2364,2004-09-27 18:28:41.096191,Arabiga,Oscuro,116.05,13.27,1.778,6.84,193.2,69.3,78.4,77.0,17.47,200.2,210.7,221.2,228.3,10.42,13.37,29.7,45.9,2.01,1403.8,17.69,95.52,27.8,7.88,7.03,7.95,8.45,2,1,0
2365,2004-09-28 18:28:41.096290,Arabiga,Ligero,92.81,11.17,1.177,5.62,225.5,43.3,85.0,67.3,14.48,221.2,214.7,208.2,203.8,8.32,,18.5,67.1,-1.5,582.3,11.91,81.76,82.6,7.95,7.91,7.9,8.69,2,1,0
2366,2004-09-29 18:28:41.096378,Mezcla,Medio,97.08,12.32,1.322,5.54,224.1,62.3,87.6,83.3,15.48,224.1,224.2,224.2,224.2,10.37,13.56,39.4,65.9,0.0,936.5,16.28,81.28,41.3,8.74,7.86,8.48,9.25,0,1,1
2367,2004-09-30 18:28:41.096459,Robusta,Ligero,90.89,10.91,1.483,6.75,179.9,93.1,84.3,70.1,9.38,182.9,187.4,191.9,194.9,7.12,,16.4,107.9,1.61,793.6,8.59,83.08,98.7,3.19,3.01,3.06,4.43,1,0,1
2368,2004-10-01 18:28:41.096541,Robusta,Medio,94.6,12.89,1.332,6.9,203.8,46.5,76.7,74.6,17.62,207.5,213.0,218.5,222.1,7.17,13.56,27.6,66.8,1.04,775.1,16.52,78.97,41.2,4.82,4.95,5.14,5.77,1,0,1
2369,2004-10-02 18:28:41.096628,Mezcla,Ligero,128.87,7.01,1.25,6.22,227.3,70.3,78.5,92.3,12.54,224.4,220.1,215.8,212.9,7.47,,19.5,57.8,-1.15,1136.4,13.14,111.93,62.3,7.26,7.77,6.97,8.29,2,1,1
2370,2004-10-03 18:28:41.096727,Robusta,Oscuro,97.15,9.71,1.153,6.12,210.1,91.9,82.7,66.0,16.14,214.8,221.7,228.7,233.3,9.59,14.28,32.6,11.2,1.44,1440.9,18.3,79.37,25.6,8.6,7.99,8.87,9.44,1,1,0
2371,2004-10-04 18:28:41.096823,Robusta,Oscuro,113.84,10.55,1.263,6.54,232.2,75.8,70.2,55.7,14.18,234.0,236.8,239.5,241.3,9.02,11.71,1.6,42.9,0.64,1223.1,19.32,91.85,5.1,7.99,7.68,8.07,8.68,2,1,0
2372,2004-10-05 18:28:41.096904,Mezcla,Oscuro,116.06,12.01,1.279,7.6,199.4,58.0,90.6,67.0,15.36,205.9,215.6,225.3,231.8,9.73,13.87,18.9,71.3,2.11,1034.4,17.77,95.44,23.9,8.41,8.1,7.45,8.92,0,1,0
2373,2004-10-06 18:28:41.096995,Arabiga,Ligero,100.06,10.68,1.486,5.98,227.6,54.2,62.5,47.6,15.19,224.4,219.7,214.9,211.7,8.24,,26.3,45.3,-1.05,824.2,13.69,86.36,68.4,4.81,4.71,5.11,6.0,1,0,1
2374,2004-10-07 18:28:41.097076,Mezcla,Oscuro,74.63,11.96,1.303,4.93,199.3,62.8,69.7,58.7,18.49,206.4,217.0,227.6,234.7,11.84,14.51,20.0,51.5,1.91,866.1,19.29,60.23,22.2,8.49,8.95,8.24,9.63,0,1,0
2375,2004-10-08 18:28:41.097161,Mezcla,Oscuro,111.1,10.59,1.34,5.4,201.2,81.2,81.0,58.5,17.08,207.2,216.1,225.1,231.1,8.5,15.55,17.0,75.8,1.75,1541.4,18.15,90.94,29.7,7.88,8.56,8.3,9.09,1,1,0
2376,2004-10-09 18:28:41.097239,Robusta,Ligero,98.41,10.17,1.005,5.78,201.1,92.1,69.1,60.2,9.84,203.1,206.0,208.8,210.8,5.44,,22.3,53.0,0.98,891.9,11.91,86.69,70.1,5.65,5.55,5.43,6.46,4,0,0
2377,2004-10-10 18:28:41.097322,Mezcla,Oscuro,105.15,8.78,1.252,7.43,188.9,68.4,107.6,67.6,15.48,197.7,210.8,223.9,232.6,9.66,13.85,7.8,15.3,2.82,1113.2,17.97,86.25,20.9,7.69,7.9,8.07,8.66,1,1,0
2378,2004-10-11 18:28:41.097401,Arabiga,Medio,97.95,11.57,1.044,5.87,183.0,61.7,77.0,63.3,13.68,192.4,206.6,220.7,230.2,8.46,11.96,25.5,30.1,3.45,826.5,16.94,81.36,26.3,6.96,6.9,6.19,7.67,2,1,0
2379,2004-10-12 18:28:41.097480,Arabiga,Oscuro,89.21,10.98,1.113,7.12,189.4,82.7,75.0,60.8,17.62,199.1,213.7,228.3,238.0,10.99,13.21,34.5,88.7,2.75,1299.2,19.68,71.65,13.3,8.36,8.54,8.3,9.2,0,1,0
2380,2004-10-13 18:28:41.097569,Mezcla,Medio,91.12,9.44,1.194,6.54,190.8,70.4,88.6,58.7,12.56,196.7,205.6,214.5,220.4,8.66,11.07,19.4,45.8,2.36,804.9,14.65,77.76,51.6,8.67,8.43,8.65,9.66,0,1,0
2381,2004-10-14 18:28:41.097650,Robusta,Oscuro,62.02,10.73,1.289,6.63,206.0,54.3,62.4,64.6,15.18,213.0,223.7,234.3,241.4,9.11,13.67,30.2,58.6,2.33,511.2,19.63,49.85,1.3,7.24,7.65,6.77,8.18,1,1,0
2382,2004-10-15 18:28:41.097747,Mezcla,Ligero,105.59,10.56,0.999,6.37,202.2,71.2,80.5,51.8,13.36,203.1,204.5,205.8,206.7,9.17,,19.9,66.9,0.34,1004.8,12.16,92.76,73.8,8.19,8.51,8.35,9.22,1,1,0
2383,2004-10-16 18:28:41.097844,Mezcla,Oscuro,120.53,10.91,1.32,6.89,225.4,54.8,57.0,65.7,22.1,226.7,228.8,230.9,232.3,10.75,14.45,22.2,86.5,0.31,1460.1,19.89,96.56,22.9,5.08,4.4,4.66,5.89,4,0,1
2384,2004-10-17 18:28:41.097938,Mezcla,Ligero,114.32,12.69,1.493,7.94,172.9,57.0,77.2,72.8,16.16,179.6,189.7,199.7,206.5,7.01,,18.2,58.1,2.08,1053.4,12.94,99.53,80.7,6.06,6.02,5.5,6.88,3,0,1
2385,2004-10-18 18:28:41.098017,Mezcla,Ligero,81.8,12.54,1.293,6.3,187.3,77.5,69.9,59.9,11.79,190.5,195.2,200.0,203.2,8.1,,4.3,56.4,1.34,747.6,10.97,72.83,83.6,8.19,8.85,8.39,9.41,1,1,0
2386,2004-10-19 18:28:41.098096,Arabiga,Medio,97.0,12.71,1.239,6.95,162.8,59.7,80.5,59.3,15.76,175.1,193.5,211.9,224.2,10.82,13.5,19.1,72.2,3.89,913.1,16.37,81.13,40.8,7.44,7.62,7.55,8.65,0,1,0
2387,2004-10-20 18:28:41.098180,Mezcla,Medio,86.21,12.94,1.545,5.29,224.2,52.0,79.9,66.4,16.92,222.7,220.4,218.2,216.7,6.95,10.52,17.0,82.3,-0.44,758.4,15.21,73.1,50.3,5.6,5.23,5.46,6.13,2,0,1
2388,2004-10-21 18:28:41.098270,Mezcla,Ligero,88.39,13.43,1.183,5.44,194.4,63.1,90.8,66.6,9.8,195.4,197.0,198.6,199.7,5.43,,10.3,37.8,0.55,546.5,9.68,79.83,87.2,7.6,7.65,7.59,8.66,0,1,0
2389,2004-10-22 18:28:41.098353,Mezcla,Ligero,122.91,12.13,1.427,7.16,221.1,60.0,88.1,65.4,12.87,217.2,211.4,205.5,201.6,7.08,,20.4,74.6,-1.52,949.0,10.99,109.41,85.1,7.62,7.6,7.57,8.93,1,1,0
2390,2004-10-23 18:28:41.098431,Mezcla,Ligero,124.94,12.61,1.231,6.28,200.9,75.2,70.6,64.3,14.05,203.0,206.2,209.5,211.6,6.87,,11.2,48.1,0.77,1320.6,13.34,108.27,68.1,7.44,7.21,7.32,8.2,1,1,0
2391,2004-10-24 18:28:41.098514,Robusta,Oscuro,106.61,10.61,1.003,5.94,191.4,78.0,74.2,68.1,12.11,200.7,214.7,228.7,238.0,7.75,9.16,19.0,52.9,3.86,1006.4,18.04,87.38,17.2,8.11,8.54,8.85,9.52,1,1,0
2392,2004-10-25 18:28:41.098592,Robusta,Oscuro,101.54,9.74,1.24,7.46,209.1,74.8,78.7,73.6,18.03,212.9,218.6,224.2,228.0,11.76,15.84,37.7,58.6,1.05,1368.9,17.81,83.46,37.1,7.68,8.17,7.36,8.82,0,1,0
2393,2004-10-26 18:28:41.098669,Robusta,Ligero,112.14,10.53,1.343,8.19,197.8,83.7,69.1,60.4,13.22,199.5,202.0,204.6,206.3,7.73,,38.6,41.6,0.65,1240.7,12.02,98.66,78.9,8.78,8.48,8.07,9.44,0,1,0
2394,2004-10-27 18:28:41.098777,Robusta,Ligero,89.72,11.03,0.898,7.3,209.0,72.9,63.3,73.9,7.94,205.7,200.9,196.1,192.8,6.79,,12.1,85.4,-2.03,519.2,7.75,82.77,99.6,3.45,3.31,3.82,4.46,4,0,1
2395,2004-10-28 18:28:41.098908,Robusta,Medio,137.99,13.21,1.074,6.71,206.1,88.1,55.0,66.4,12.2,209.3,214.2,219.0,222.2,6.23,11.74,27.5,24.0,1.32,1482.3,14.9,117.44,47.3,7.07,7.81,7.39,8.32,0,1,0
2396,2004-10-29 18:28:41.099020,Arabiga,Ligero,90.1,13.31,1.451,6.85,191.5,68.0,77.4,56.6,12.99,193.9,197.4,201.0,203.4,7.61,,20.8,59.6,0.91,795.6,11.37,79.86,81.6,9.02,8.81,8.58,9.6,1,1,0
2397,2004-10-30 18:28:41.099125,Mezcla,Ligero,100.42,10.81,1.625,5.48,201.9,79.6,70.3,80.4,14.92,201.7,201.3,201.0,200.7,8.36,,42.2,87.9,-0.08,1192.8,11.42,88.95,90.3,7.81,7.89,7.75,8.9,0,1,0
2398,2004-10-31 18:28:41.099228,Mezcla,Oscuro,85.97,9.8,1.368,8.03,196.9,63.3,83.1,78.1,14.72,204.3,215.3,226.4,233.8,9.67,13.46,22.7,81.9,2.5,800.6,17.97,70.53,22.7,8.9,8.44,8.57,9.63,1,1,0
2399,2004-11-01 18:28:41.099353,Mezcla,Oscuro,123.32,12.76,1.429,5.86,242.2,75.7,82.0,65.2,18.48,242.7,243.5,244.3,244.8,11.75,15.32,38.6,34.8,0.14,1726.3,21.3,97.05,-2.9,6.97,6.51,6.41,7.89,1,1,0
2400,2004-11-02 18:28:41.099442,Mezcla,Ligero,103.62,14.38,1.096,5.53,197.0,73.2,64.6,59.4,10.81,198.9,201.8,204.7,206.6,6.91,,23.8,52.4,0.89,820.6,11.36,91.85,77.0,8.4,8.39,8.52,9.29,0,1,0
2401,2004-11-03 18:28:41.099546,Arabiga,Ligero,113.02,10.9,1.401,7.87,217.5,60.6,68.5,63.5,12.66,216.2,214.3,212.3,211.0,6.81,,21.1,55.0,-0.51,867.1,12.81,98.55,67.9,6.91,7.24,7.65,8.31,1,1,0
2402,2004-11-04 18:28:41.099637,Arabiga,Medio,87.55,12.41,1.501,6.04,206.6,90.0,58.1,80.1,14.12,210.0,215.2,220.3,223.8,6.77,10.64,17.3,38.9,1.22,1112.4,15.79,73.72,44.3,7.32,6.95,7.19,8.08,0,1,0
2403,2004-11-05 18:28:41.099751,Mezcla,Medio,88.97,12.37,1.35,5.12,211.4,52.9,86.9,56.3,19.26,214.2,218.4,222.5,225.3,9.29,10.8,44.7,71.9,0.72,905.6,17.63,73.28,40.9,4.72,4.66,4.51,5.49,2,0,1
2404,2004-11-06 18:28:41.099870,Mezcla,Oscuro,63.59,10.72,1.225,6.19,172.6,85.7,61.6,57.6,14.91,184.8,203.0,221.3,233.4,9.33,12.69,40.4,67.0,4.08,812.3,17.96,52.17,23.3,8.75,8.56,8.56,9.25,1,1,0
2405,2004-11-07 18:28:41.099977,Robusta,Ligero,79.8,14.18,1.324,6.34,236.3,61.8,95.4,71.5,13.68,229.9,220.2,210.6,204.1,8.26,,22.3,79.9,-2.35,674.3,11.73,70.44,80.1,8.89,8.14,8.49,9.42,0,1,0
2406,2004-11-08 18:28:41.100131,Arabiga,Oscuro,112.12,12.71,1.335,5.84,215.4,49.8,81.7,58.5,14.22,218.9,224.1,229.2,232.7,8.45,12.07,31.3,56.5,1.21,794.5,17.6,92.39,20.4,8.05,7.46,8.08,8.88,1,1,0
2407,2004-11-09 18:28:41.100211,Arabiga,Ligero,85.81,12.03,1.118,7.25,198.1,71.1,94.1,61.5,12.6,200.2,203.3,206.5,208.5,8.86,,27.6,53.7,0.82,768.2,12.28,75.26,73.9,7.54,8.34,7.46,8.94,0,1,0
2408,2004-11-10 18:28:41.100294,Arabiga,Oscuro,88.62,12.31,1.33,5.57,186.6,76.0,77.1,71.5,14.17,197.0,212.6,228.2,238.7,9.26,10.86,23.2,87.3,3.68,953.9,18.78,71.97,18.7,8.58,8.71,8.03,9.32,1,1,0
2409,2004-11-11 18:28:41.100380,Arabiga,Ligero,106.06,10.04,0.959,6.69,219.8,103.8,53.3,78.8,9.96,216.5,211.6,206.6,203.3,4.96,,31.3,34.0,-1.66,1096.6,10.44,94.98,90.1,3.06,2.61,2.55,3.84,3,0,1
2410,2004-11-12 18:28:41.100467,Mezcla,Ligero,116.28,9.24,1.376,6.05,222.7,68.6,78.8,93.3,13.68,219.7,215.1,210.6,207.6,8.84,,39.6,73.9,-1.1,1090.8,12.43,101.83,79.1,8.28,8.52,8.7,9.35,0,1,1
2411,2004-11-13 18:28:41.100551,Robusta,Ligero,95.64,12.65,1.493,5.5,198.9,104.5,55.8,48.9,11.24,200.9,203.9,207.0,209.0,8.02,,25.4,69.7,0.9,1123.0,11.96,84.2,70.5,1.61,2.34,2.01,2.85,9,0,1
2412,2004-11-14 18:28:41.100645,Mezcla,Oscuro,92.52,13.61,1.369,6.39,184.7,77.8,98.3,43.2,10.62,195.5,211.8,228.0,238.8,6.61,9.7,20.8,17.2,5.1,764.3,17.75,76.1,17.0,8.05,7.75,7.76,8.73,0,1,0
2413,2004-11-15 18:28:41.100742,Robusta,Ligero,116.65,11.11,1.449,5.9,183.0,71.9,74.3,58.3,10.79,187.3,193.7,200.1,204.3,5.98,,17.5,96.1,1.98,904.6,10.9,103.94,78.2,8.42,8.61,8.55,9.87,0,1,0
2414,2004-11-16 18:28:41.100833,Arabiga,Ligero,77.02,8.09,1.569,6.14,213.9,77.4,89.1,64.5,10.01,211.1,206.8,202.6,199.8,5.65,,12.3,42.9,-1.41,596.8,9.77,69.5,89.4,7.71,7.2,7.67,8.59,1,1,0
2415,2004-11-17 18:28:41.100909,Arabiga,Ligero,89.0,11.35,1.396,6.62,193.1,56.4,71.6,66.5,11.93,196.1,200.6,205.2,208.2,6.83,,18.8,30.3,1.27,598.8,12.02,78.3,69.5,7.8,7.8,7.34,8.62,1,1,0
2416,2004-11-18 18:28:41.100984,Mezcla,Ligero,87.4,11.43,1.434,7.15,193.3,68.6,101.0,73.0,11.62,193.4,193.4,193.5,193.5,6.51,,14.4,42.7,0.02,697.1,8.99,79.54,102.3,6.0,6.09,6.37,7.05,0,1,0
2417,2004-11-19 18:28:41.101066,Arabiga,Ligero,92.53,8.65,1.391,5.92,201.0,72.4,79.8,66.2,10.04,202.1,203.8,205.4,206.6,5.68,,33.7,76.3,0.56,672.4,11.13,82.23,78.9,9.09,8.49,8.87,9.93,0,1,0
2418,2004-11-20 18:28:41.101153,Arabiga,Ligero,106.89,9.87,1.443,6.78,182.9,69.2,67.9,53.6,9.3,182.8,182.8,182.7,182.6,6.65,,40.8,51.0,-0.03,687.5,6.11,100.36,127.5,1.0,1.0,1.0,1.14,6,0,1
2419,2004-11-21 18:28:41.101231,Robusta,Oscuro,125.93,11.74,1.315,7.26,209.2,71.8,95.1,68.5,15.01,214.5,222.5,230.5,235.9,8.48,11.94,31.3,50.0,1.78,1357.7,18.48,102.65,18.8,8.35,8.65,8.86,9.4,0,1,0
